Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30
H8GA07151,"KIM, DAVID",O,1,DEM,0,0,16986.28,0,16986.28,0,0,0,0,14191.52,0,0,0,GA,7,,,,,,0,0,4/4/2019,0,0
H8GA07201,"BOURDEAUX, CAROLYN",O,1,DEM,371537.73,0,115920.81,0,141933.49,397550.41,0,0,0,0,0,0,350253.57,GA,7,,,,,,3000,0,3/31/2019,42827.71,0
H0GA07133,"WOODALL, ROB REP.",I,2,REP,11924.67,0,32249.87,0,47287.29,26962.09,0,0,0,0,0,0,0,GA,7,,,,,,2278.02,0,3/31/2019,0,0
H8GA04125,"PROFIT, JOE",O,2,REP,0,0,0,0,5727.15,5727.15,0,0,0,0,0,12800,0,GA,7,,,,,,0,0,3/31/2019,0,0
H0GA08099,"SCOTT, JAMES AUSTIN",I,2,REP,106673.62,0,49031.29,0,560943.86,618586.19,0,0,0,0,0,0,61750,GA,8,,,,,,42300,0,3/31/2019,0,0
H8GA08092,"ELLYSON, DANIEL EVAN",C,2,REP,0,0,0,0,437.58,437.58,0,0,0,0,0,0,0,GA,8,,,,,,0,0,9/30/2019,0,0
H8GA09058,"MCCALL, JOSHUA BRAXTON",C,1,DEM,0,0,2628.7,0,5505.69,2876.99,0,0,0,0,0,0,0,GA,9,,,,,,0,0,3/31/2019,0,0
H0GA10228,"CATES, CHRISTOPHER U MD",C,2,REP,0,0,0,0,442.11,442.11,0,0,0,0,0,250000,0,GA,9,,,,,,0,0,3/31/2019,0,0
H2GA09150,"COLLINS, DOUGLAS ALLEN",I,2,REP,262480,5000,74030.09,0,853081.48,1041531.39,0,0,0,0,0,0,104480,GA,9,,,,,,153000,0,3/31/2019,500,0
H6GA09243,"BROUN, PAUL",C,2,REP,0,0,0,0,1316.9,1316.9,0,0,0,0,0,87993.36,0,GA,9,,,,,,0,0,3/31/2019,0,0
H8GA10148,"MONTGOMERY, CHALIS POMEROY",C,1,DEM,0,0,165.97,0,0,-165.97,0,0,0,0,0,0,0,GA,10,,,,,,0,0,3/31/2019,0,0
H0GA07125,"HICE, JODY",I,2,REP,24311,0,35540.33,0,111617.99,100388.66,0,0,0,0,0,0,22311,GA,10,,,,,,2000,0,3/31/2019,0,0
H2GA10117,"SIMPSON, STEPHEN K MR.",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,10,,,,,,0,0,3/31/2019,0,0
H4GA10071,"COLLINS, MICHAEL A JR",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,155941.43,0,GA,10,,,,,,0,0,3/31/2019,0,0
H0GA11028,"KINSEY, RACHEL",C,1,DEM,3215,0,0,0,0,3215,0,2000,0,0,0,2000,1215,GA,11,,,,,,0,0,3/31/2019,0,0
H8GA11047,"WYNN, QUENTIN ADAM",C,1,DEM,2418,0,2418.57,0,0,0,0,0,0,0,0,0,2418,GA,11,,,,,,0,0,4/15/2019,100,0
H8GA11062,"BROADY, FLYNN D. JR.",C,1,DEM,321,0,206.99,0,17.99,132,0,0,0,0,0,0,321,GA,11,,,,,,0,0,3/31/2019,0,0
H4GA11061,"LOUDERMILK, BARRY",I,2,REP,68024.31,0,50534.15,0,195915.3,213405.46,0,0,0,0,0,0,10300,GA,11,,,,,,55750,0,3/31/2019,0,0
H2GA12113,"MCLEOD, DANIEL WRIGHT",C,2,REP,0,0,0,0,124.99,124.99,0,0,0,0,0,142810.54,0,GA,12,,,,,,0,0,3/31/2019,0,0
H2GA12121,"ALLEN, RICHARD W",I,2,REP,178667.31,0,75537.83,0,80757.79,183887.27,0,0,0,0,0,1125000,131654,GA,12,,,,,,46000,0,3/31/2019,0,0
H4GA12051,"YU, EUGENE MR.",C,2,REP,0,0,0,0,36907.74,36907.74,0,0,0,0,0,33000,0,GA,12,,,,,,0,0,3/31/2019,0,0
H2GA13012,"SCOTT, DAVID ALBERT",I,1,DEM,108604.85,0,84867.48,0,375977.64,399715.01,0,0,0,0,0,20600,500,GA,13,,,,,,108000,0,3/31/2019,0,0
H8GA13027,"COWEN, MARTIN LINDSEY MR. III",C,3,LIB,1083.04,0,1043.99,0,83.3,122.35,335.15,700,0,0,0,15420,35,GA,13,,,,,,0,0,3/31/2019,0,0
H8GA14025,"FOSTER, STEVEN",C,1,DEM,0,0,41,0,4684,4643,0,0,0,0,0,0,0,GA,14,,,,,,0,0,3/31/2019,0,0
H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",I,2,REP,271600.77,9662.2,152686.52,0,1944503.48,2063417.73,0,0,0,0,0,0,75150,GA,14,,,,,,177700,0,3/31/2019,0,0
H8GU01020,"SAN NICOLAS, MICHAEL F.Q. MR.",I,1,DEM,17682,0,0,0,61913.78,79595.78,0,4967,0,0,0,26154.95,12715,GU,0,,,,,,0,0,3/31/2019,0,0
H8GU01046,"BROOKS, DORIS FLORES",C,2,REP,5600,0,17284.34,0,11684.34,0,5600,0,0,0,0,0,0,GU,0,,,,,,0,0,1/31/2019,0,0
H2HI02128,"CASE, EDWARD",I,1,DEM,77975,0,10840.45,0,81021.06,148155.61,0,0,0,0,0,151286.04,475,HI,1,,,,,,77500,0,3/31/2019,0,0
H4HI01167,"KIM, DONNA MERCADO",O,1,DEM,0,0,5142.51,0,5142.51,0,0,0,0,200,0,0,0,HI,1,,,,,,0,0,3/31/2019,0,0
H8HI01192,"ING, MARK KANIELA",O,1,DEM,0,0,0,0,8075.56,8075.56,0,0,0,0,0,0,0,HI,1,,,,,,0,0,3/31/2019,0,0
H8HI01200,"CHIN, DOUG",O,1,DEM,1794.26,0,125.64,0,6957.54,8626.16,0,0,0,0,0,7322.23,0,HI,1,,,,,,1700,0,3/31/2019,0,0
H0HI01157,"DJOU, CHARLES K",O,2,REP,0,0,0,0,5042.24,5042.24,0,0,0,0,0,0.01,0,HI,1,,,,,,0,0,3/31/2019,0,0
H8HI00012,"CAVASSO, CAMPBELL",O,2,REP,0,0,1483.41,0,1483.41,0,0,0,0,0,0,0,0,HI,1,,,,,,0,0,3/31/2019,0,0
H0HI01058,"MATSUNAGA, MATTHEW",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,98909,0,HI,2,,,,,,0,0,3/31/2019,0,0
H0HI02155,"KAHELE, KAIALI'I",C,1,DEM,250337.13,0,29736.6,0,0,220600.53,0,0,0,0,0,0,241637.13,HI,2,,,,,,8700,0,3/31/2019,835,0
H2HI02508,"GABBARD, TULSI",I,1,DEM,5079895.24,3000000,4266590.31,3000000,2016417.9,2829722.83,75,0,0,0,0,0,2031825.5,HI,2,,,,,,1000,0,3/31/2019,3054.9,0
H6HI01113,"HANNEMANN, MULIUFI F 'MUFI'",O,1,DEM,7000,0,4749.83,0,-293.21,1956.96,0,7000,0,0,0,300765.19,0,HI,2,,,,,,0,0,3/31/2019,0,0
H8IA01094,"FINKENAUER, ABBY",I,1,DEM,390830.51,0,117909.93,0,28983.42,301904,0,0,0,0,0,48958.2,271087.53,IA,1,,,,,,118750,238,3/31/2019,0,0
H2IA01055,"BLUM, RODNEY",I,2,REP,3787.84,3172.78,18202.44,0,87651.4,73236.8,0,0,0,0,0,114119,615.06,IA,1,,,,,,0,0,3/31/2019,6400,0
H6IA02146,"LOEBSACK, DAVID WAYNE",I,1,DEM,124296.63,0,63903.04,0,668853.44,729247.03,0,0,0,0,0,0,39796.63,IA,2,,,,,,84500,0,3/31/2019,0,0
H6IA02161,"PETERS, CHRISTOPHER",C,2,REP,0,0,613.11,0,773.11,160,0,0,0,0,0,240000,0,IA,2,,,,,,0,0,3/31/2019,0,0
H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",C,2,REP,0,0,0,0,144.61,144.61,0,0,0,0,0,20100,0,IA,2,,,,,,0,0,3/31/2019,0,0
H4IA04113,"MOWRER, JIM",C,1,DEM,0,0,0,0,158.41,158.41,0,0,0,0,0,0,0,IA,3,,,,,,0,0,3/31/2019,0,0
H6IA03235,"ADAMS, DESMUND DOUGLAS",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,4168.95,0,IA,3,,,,,,0,0,3/31/2019,0,0
H8IA03124,"AXNE, CINDY",I,1,DEM,416824.08,0,87601.08,0,20377.5,349600.5,0,0,0,0,0,15000,263095.92,IA,3,,,,,,124500,0,3/31/2019,351.61,0
H8IA03157,"GREENFIELD, THERESA",C,1,DEM,0,0,38244.4,36942.74,38244.4,0,0,0,0,0,0,0,0,IA,3,,,,,,0,0,6/30/2019,0,0
H8IA03173,"D'ALESSANDRO, PETE",C,1,DEM,0,0,2227.34,0,2227.34,0,0,0,0,0,0,0,0,IA,3,,,,,,0,0,4/3/2019,0,0
H8IA03181,"MAURO, EDDIE J.",C,1,DEM,24287.3,0,52512.37,0,28521.63,296.56,23400,0,0,0,0,0,0,IA,3,,,,,,0,0,4/10/2019,0,0
H0IA03139,"ZAUN, BRAD",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,22987.69,0,IA,3,,,,,,0,0,3/31/2019,0,0
H0IA03196,"SCHOENBLATT, JOSHUA LOUIS",C,2,REP,5686,0,5363,0,0,322,351,0,0,0,0,0,5335,IA,3,,,,,,0,0,5/12/2019,5000,0
H4IA03115,"YOUNG, DAVID",C,2,REP,3169.19,3169.19,12091.74,0,12799.7,3877.15,0,0,0,0,0,197500,0,IA,3,,,,,,0,0,3/31/2019,0,0
H4IA05102,"LATHAM, THOMAS",C,2,REP,0,0,8364.88,0,354833.4,346468.52,0,0,0,0,0,0,0,IA,3,,,,,,0,0,3/31/2019,0,0
H8IA03082,"SCHMETT, KIM",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,11660.59,0,IA,3,,,,,,0,0,3/31/2019,0,0
S4IA00103,"YOUNG, DAVID",O,2,REP,3169.19,3169.19,12091.74,0,12799.7,3877.15,0,0,0,0,0,197500,0,IA,3,,,,,,0,0,3/31/2019,0,0
H6IA04134,"WEAVER, KIMBERLY",C,1,DEM,0,0,0,0,2531.16,14784.06,0,0,0,0,0,10794.74,0,IA,4,,,,,,0,0,3/31/2019,0,0
H8IA04106,"SCHOLTEN, JAMES D.",C,1,DEM,4981.97,0,17113,0,75443.55,63312.52,0,0,0,0,0,0,0,IA,4,,,,,,0,0,3/31/2019,0,0
H0IA04129,"RICHARDS, BRET A DR.",C,2,REP,65556.05,0,28416.96,0,0,37139.09,2145,48000,0,0,0,48000,15411.05,IA,4,,,,,,0,0,3/31/2019,0,0
H0IA04137,"TAYLOR, JEREMY",C,2,REP,57728.85,0,7663.58,0,0,50065.27,276.85,0,0,0,0,0,57452,IA,4,,,,,,0,0,3/31/2019,0,0
H0IA04145,"FEENSTRA, RANDALL",C,2,REP,260442,0,20758.23,0,0,239683.77,0,0,0,0,0,0,252942,IA,4,,,,,,7500,0,3/31/2019,0,0
H2IA05072,"KING, STEVE MR.",I,2,REP,61666.52,0,69501.68,0,26220.5,18385.34,0,0,0,0,0,0,57666.52,IA,4,,,,,,4000,0,3/31/2019,0,0
H8IA04148,"HANSON, CYNDI",C,2,REP,0,0,0,0,2480,2480,0,19900,0,0,0,29706,0,IA,4,,,,,,0,0,3/31/2019,0,0
H0IA05092,"CAMPBELL, MATTHEW",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,45636.41,0,IA,5,,,,,,0,0,3/31/2019,0,0
H8ID01215,"MCNEIL, ANA",O,1,DEM,34.16,0,816,0,781.84,0,34.16,0,0,620,0,0,0,ID,1,,,,,,0,0,3/31/2019,0,0
H0ID01253,"LABRADOR, RAUL R. HON.",I,2,REP,0,0,1359.44,0,1359.44,0,0,0,0,0,0,0,0,ID,1,,,,,,0,0,2/26/2019,0,0
H6ID01177,"SALI, WILLIAM T.",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,ID,1,,,,,,0,0,3/31/2019,0,0
H8ID01124,"FULCHER, RUSSELL",I,2,REP,53967.28,0,45396.16,0,-719.19,7851.93,0,0,0,0,0,0,7360,ID,1,,,,,,45500,0,3/31/2019,300,0
H8ID01132,"SNYDER, MICHAEL",O,2,REP,0,0,0,0,1908.38,1908.38,0,0,0,0,0,4000,0,ID,1,,,,,,0,0,3/31/2019,0,0
H8ID01140,"MALEK, LUCAS TODD",O,2,REP,250,0,250,0,39238.98,39238.98,0,250,0,0,0,14454.56,0,ID,1,,,,,,0,0,3/31/2019,0,0
H8ID01199,"HOWARD, WILLIAM",O,3,LIB,0,0,0,0,40,40,0,0,0,0,0,0,0,ID,1,,,,,,0,0,4/9/2019,0,0
H8ID02148,"SWISHER, CARLTON AARON",C,1,DEM,0,0,0,0,7444.46,7444.46,0,0,0,0,0,0,0,ID,2,,,,,,0,0,3/31/2019,0,0
H8ID02064,"SIMPSON, MICHAEL",I,2,REP,98265.2,0,136477.6,85000,267071.57,228859.17,0,0,0,0,0,0,23765.2,ID,2,,,,,,74500,0,3/31/2019,0,0
H0IL01178,"EMMONS, ROBERT ALEX JR.",C,1,DEM,7656.81,0,6533.28,0,0,1123.53,0,0,0,0,0,0,7656.81,IL,1,,,,,,0,0,3/31/2019,0,0
H2IL01042,"RUSH, BOBBY LEE",I,1,DEM,3000,0,38375.74,0,66639.54,31263.8,0,0,0,0,0,25589.43,3000,IL,1,,,,,,0,0,3/31/2019,0,0
H8IL01114,"RUDBECK, THOMAS MR.",C,3,IND,0,0,1116.63,0,20265.47,19148.84,0,0,0,0,0,0,0,IL,1,,,,,,0,0,3/31/2019,0,0
H2IL02172,"KELLY, ROBIN",I,1,DEM,193149.8,0,89946.56,0,487767.16,590970.4,0,0,0,0,0,0,80115.27,IL,2,,,,,,113000,0,3/31/2019,0,0
H4IL02178,"BEALE, ANTHONY A",O,1,DEM,0,0,0,0,48.44,48.44,0,0,0,0,0,10300,0,IL,2,,,,,,0,0,3/31/2019,0,0
H4IL03077,"LIPINSKI, DANIEL WILLIAM WILLIAM",I,1,DEM,128612.47,0,153963.25,0,450084.11,424733.33,0,0,0,0,0,0,55870,IL,3,,,,,,72473,0,3/31/2019,0,1000
H8IL03102,"NEWMAN, MARIE",C,1,DEM,211423.58,0,30324.03,0,70.52,181170.07,3777.75,0,0,0,0,160635.93,203685.15,IL,3,,,,,,2500,0,3/31/2019,0,0
H8IL03110,"TOMKOWIAK, MATEUSZ",C,3,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,IL,3,,,,,,0,0,3/31/2019,0,0
H8IL03136,"HANSON, JUSTIN MR.",C,3,IND,0,0,119.97,0,1248.17,1128.2,0,0,0,0,0,0,0,IL,3,,,,,,0,0,3/31/2019,0,0
H2IL08039,"GUTIERREZ, LUIS V",I,1,DEM,2186.62,0,13944.11,0,13354.91,1597.42,0,0,0,0,0,0,0,IL,4,,,,,,0,0,3/31/2019,0,0
H8IL04084,"FLORES, MANUEL",C,1,DEM,0,0,0,0,243848.45,243848.45,0,0,0,0,0,0,0,IL,4,,,,,,0,0,3/31/2019,0,0
H8IL04134,"GARCIA, JESUS",I,1,DEM,33228.33,0,36334.24,0,15070.46,11964.55,0,0,0,0,0,0,23634.66,IL,4,,,,,,9500,0,3/31/2019,500,0
H8IL04159,"FLORES, SOL",O,1,DEM,0,0,5711.99,0,12209.43,6497.44,0,0,0,0,0,0,0,IL,4,,,,,,0,0,3/31/2019,5299.3,0
H8IL04175,"LORCH, MARK WAYNE",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,IL,4,,,,,,0,0,1/1/2019,0,0
H0IL05096,"QUIGLEY, MIKE",I,1,DEM,105131.32,0,89584.32,0,777495.55,793042.55,0,0,0,0,0,0,52431.32,IL,5,,,,,,52700,0,3/31/2019,0,0
H8IL05131,"SCHWARTZBERG , STEVE J",C,1,DEM,0,0,0,0,-193.89,-193.89,0,0,0,0,0,2511.57,0,IL,5,,,,,,0,0,3/31/2019,0,0
H0IL08033,"MARSHALL, ROBERT",C,1,DEM,2000,0,0,0,314,314,0,2000,0,0,0,47000,0,IL,6,,,,,,0,0,3/31/2019,0,0
H2IL06058,"COOLIDGE, LESLIE ANNE",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,143008.02,0,IL,6,,,,,,0,0,3/31/2019,0,0
H8IL06105,"ZORDANI, JENNIFER MS.",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,IL,6,,,,,,0,0,3/31/2019,0,0
H8IL06121,"MAZESKI, KELLY",C,1,DEM,200,0,100,0,564.49,664.49,200,0,0,0,0,250000,0,IL,6,,,,,,0,0,3/31/2019,0,0
H8IL06139,"CASTEN, SEAN",C,1,DEM,321159.25,2671.77,82113.76,0,77529.08,316574.57,0,0,0,0,0,141756.15,188930.71,IL,6,,,,,,123001,5000,3/31/2019,1993.5,0
H8IL06147,"CHENEY, CAROLE",C,1,DEM,0,0,45,0,2153.62,2108.62,0,0,0,0,0,0,0,IL,6,,,,,,0,0,3/31/2019,0,0
H6IL06117,"ROSKAM, PETER",I,2,REP,2647.74,0,8354.99,0,20139.25,14432,0,0,0,0,0,0,2302.2,IL,6,,,,,,0,0,3/31/2019,2000,0
H4IL07037,"DAVIS, DANNY K",I,1,DEM,23288.82,0,29264.32,0,203987.47,198011.97,0,0,0,0,0,58954.71,4788.82,IL,7,,,,,,18500,0,3/31/2019,0,0
H0IL07159,"JENNINGS, TRACY",C,3,NNE,5790,0,8233.64,0,8354.85,5911.21,0,0,0,0,0,0,5790,IL,7,,,,,,0,0,3/31/2019,0,0
H6IL08147,"KRISHNAMOORTHI, S. RAJA",I,1,DEM,1061774.74,0,163976.39,0,4276671.79,5174470.14,798.56,0,0,0,0,0,916638.22,IL,8,,,,,,139700,0,3/31/2019,2720,0
H8IL08044,"MCSWEENEY, DAVID",C,2,REP,0,0,0,0,20.07,20.07,0,0,0,0,0,1150398.52,0,IL,8,,,,,,0,0,3/31/2019,0,0
H8IL08101,"DIGANVKER, JITENDRA JD",C,2,REP,0,0,470.69,0,2683.45,2212.76,0,0,0,0,0,0,0,IL,8,,,,,,0,0,5/7/2019,0,0
H8IL09067,"SCHAKOWSKY, JANICE D",I,1,DEM,448052.51,0,195081.18,0,429091.18,682062.51,0,0,0,0,0,0,405134.18,IL,9,,,,,,42775,0,3/31/2019,1400,750
H8IL09224,"ELLESON, JOHN D",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,IL,9,,,,,,0,0,1/18/2019,0,0
H0IL10328,"SUMPTION, MILTON J",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,20301.67,0,IL,10,,,,,,0,0,3/31/2019,0,0
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",I,1,DEM,437905.34,0,394259.42,0,1287583.93,1331229.85,0,0,0,0,0,0,319291.47,IL,10,,,,,,118500,88,3/31/2019,2377,0
H6IL10135,"RODKIN ROTERING, NANCY",C,1,DEM,0,0,0,0,1024.77,1024.77,0,0,0,0,0,250000,0,IL,10,,,,,,0,0,3/31/2019,0,0
H0IL10302,"DOLD, ROBERT JAMES JR",I,2,REP,0,0,1000,0,45648.39,44648.39,0,0,0,0,0,163595.92,0,IL,10,,,,,,0,0,3/31/2019,0,0
H8IL10115,"BENNETT, DOUGLAS R 1963",C,2,REP,0,0,72.97,0,2486.94,2413.97,0,0,0,0,0,115600,0,IL,10,,,,,,0,0,3/31/2019,0,0
H8IL14067,"FOSTER, G. WILLIAM (BILL)",I,1,DEM,218162.14,0,486742.32,0,3178752.61,2910172.43,0,0,0,0,0,1065644.72,86431.1,IL,11,,,,,,94000,0,3/31/2019,50,0
H4IL11229,"ROBBINS, CRAIG",C,2,REP,0,0,560,0,3031.55,2471.55,0,0,0,0,0,0,0,IL,11,,,,,,0,0,3/31/2019,0,0
H6IL11117,"KHOURI, TONIA",C,2,REP,0,0,0,0,4420.66,4420.66,0,0,0,0,0,222750,0,IL,11,,,,,,0,0,3/31/2019,0,0
H6IL11133,"STELLA, DOMINICK J. M.D.",C,2,REP,2700.92,0,6133.74,0,3432.82,0,0,0,0,5219.34,0,367737.66,2700,IL,11,,,,,,0,0,3/31/2019,0,0
H6IL12099,"BARICEVIC, CHARLES JOHN",C,1,DEM,0,0,0,0,117.06,117.06,0,0,0,0,0,0,0,IL,12,,,,,,0,0,3/31/2019,0,0
H8IL12129,"KELLY, BRENDAN",C,1,DEM,0,0,1606.91,0,4059.75,2452.84,0,0,0,0,0,0,0,IL,12,,,,,,0,0,3/31/2019,0,0
H8IL21021,"COSTELLO, JERRY F",C,1,DEM,748.44,0,11858.25,0,606444.36,595334.55,0,0,0,0,0,0,0,IL,12,,,,,,0,0,3/31/2019,0,0
H4IL12060,"BOST, MICHAEL",I,2,REP,296342.59,83999.59,43531.14,0,5320.68,258132.13,0,0,0,0,0,8281.72,74385,IL,12,,,,,,137000,0,3/31/2019,6050,2000
H8IL13150,"LONDRIGAN, BETSY DIRKSEN",C,1,DEM,6651.58,0,5686.47,0,768.26,1733.37,0,2152,0,0,0,2152,1940.82,IL,13,,,,,,2501,0,3/31/2019,1650,502
H2IL13120,"DAVIS, RODNEY L",I,2,REP,542293.33,32410.02,168322.86,0,19576.43,393546.9,0,0,0,0,0,55925.41,94704.1,IL,13,,,,,,414647.2,500,3/31/2019,0,1500
H8IL14166,"BROLLEY, MATT",C,1,DEM,0,0,0,0,0,249.1,0,0,0,0,0,0,0,IL,14,,,,,,0,0,4/1/2019,0,0
H8IL14174,"UNDERWOOD, LAUREN",I,1,DEM,342339.57,0,125232.91,0,35822.47,252929.13,0,0,0,0,0,0,242323.57,IL,14,,,,,,95501,4500,3/31/2019,4485.77,0
H0IL14080,"HULTGREN, RANDY",I,2,REP,121222.72,0,23790.9,0,395.52,97827.34,0,0,0,0,3700,0,100,IL,14,,,,,,5000,0,3/31/2019,4950,4250
H0IL14148,"QUIGLEY, MATTHEW MARK MR.",C,2,REP,13916.62,0,6673.62,0,6325.8,13568.8,2525,6673.62,0,0,0,6673.62,4718,IL,14,,,,,,0,0,3/31/2019,0,0
H0IL14171,"MARTER, JAMES THOMAS",C,2,REP,200,0,468.4,0,420.79,152.39,0,200,0,0,0,35887.46,0,IL,14,,,,,,0,0,3/31/2019,0,0
H8IL14075,"LAUZEN, CHRIS",O,2,REP,0,0,0,0,20.16,20.16,0,0,0,0,0,0,0,IL,14,,,,,,0,0,3/31/2019,0,0
H8IL14083,"OBERWEIS, JAMES D",O,2,REP,207450,0,5026.95,0,0,202423.05,0,100000,0,0,0,100000,106450,IL,14,,,,,,1000,0,3/31/2019,0,0
H8IL16153,"MARTER, JAMES THOMAS",C,2,REP,200,0,468.4,0,420.79,152.39,0,200,0,0,0,35887.46,0,IL,14,,,,,,0,0,3/31/2019,0,0
H8IL15072,"GAITHER, KEVIN",C,1,DEM,0,0,0,0,76.1,76.1,0,0,0,0,0,0,0,IL,15,,,,,,0,0,3/31/2019,0,0
H2IL20042,"SHIMKUS, JOHN M",I,2,REP,193143.02,0,151671.04,0,1000738.78,1042210.76,53.11,0,0,0,0,0,37021,IL,15,,,,,,154500,0,3/31/2019,0,0
H6IL15084,"MCCARTER, KYLE",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,171823.68,0,IL,15,,,,,,0,0,3/31/2019,0,0
H8IL16096,"MOHAMMAD, NEILL DR.",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,IL,16,,,,,,0,0,3/31/2019,0,0
H8IL16120,"DADY, SARA",C,1,DEM,2080,0,339.9,0,-16574.74,-14834.64,0,0,0,0,0,1000,2080,IL,16,,,,,,0,0,3/31/2019,0,0
H0IL11052,"KINZINGER, ADAM",I,2,REP,325595.24,162736.24,132049.19,0,1006464.11,1200010.16,0,0,0,0,0,0,111559,IL,16,,,,,,51300,0,3/31/2019,0,0
H2IL17071,"BUSTOS, CHERI",I,1,DEM,456319.3,0,782020.88,0,2334441.18,2008739.6,0,0,0,0,0,0,243593.98,IL,17,,,,,,182050,0,3/31/2019,2500,0
H6IL18161,"RODRIGUEZ, JUNIUS",C,1,DEM,0,0,4905.41,0,4905.41,0,0,0,0,0,0,0,0,IL,18,,,,,,0,0,3/31/2019,0,0
H8IL18092,"DETERS, BRIAN",C,1,DEM,0,0,15,0,812.77,797.77,0,0,0,0,0,0,0,IL,18,,,,,,0,0,3/31/2019,0,0
H6IL18088,"LAHOOD, DARIN MCKAY",I,2,REP,299327.82,17381.01,254029.44,0,1591585.4,1636883.78,0,0,0,0,0,0,82176.32,IL,18,,,,,,199500,0,3/31/2019,0,0
H6IL18138,"RIENTS, DONALD",C,2,REP,0,0,0,0,9.12,9.12,0,0,0,0,0,0,0,IL,18,,,,,,0,0,3/31/2019,0,0
H8IL18043,"SCHOCK, AARON JON MR.",I,2,REP,0,0,0,0,5749.9,5749.9,0,0,0,0,0,746985.45,0,IL,18,,,,,,0,0,3/31/2019,0,0
H4IN01012,"VISCLOSKY, PETER J.",I,1,DEM,160519.76,0,129804.32,0,378554.23,409269.67,0,0,0,0,0,0,51519.76,IN,1,,,,,,106500,2500,3/31/2019,0,0
H8IN01179,"IVANOVICH, ROSEANN P.",C,2,REP,14708.69,0,9227.21,0,-5481.48,0,14508.69,0,0,0,0,0,200,IN,1,,,,,,0,0,5/20/2019,0,0
H6IN02155,"COLEMAN, LYNN CARNELL",C,1,DEM,0,0,10997.56,0,10997.56,0,0,0,0,0,0,0,0,IN,2,,,,,,0,0,3/5/2019,0,0
H8IN02169,"HALL, MEL",C,1,DEM,40016.03,0,3942.17,0,57224.79,93298.65,0,0,0,0,0,0,0,IN,2,,,,,,0,0,3/31/2019,0,0
H8IN02177,"HACKETT, MARY PATRICIA",C,1,DEM,1000,0,737,0,168.25,431.25,0,1000,0,0,0,1500,0,IN,2,,,,,,0,0,3/31/2019,0,0
H0IN02190,"WALORSKI SWIHART, JACKIE",I,2,REP,324647.52,149015.76,81103.95,0,118031.12,361574.69,0,0,0,0,0,0,13631.76,IN,2,,,,,,162000,0,3/31/2019,0,800
H8IN03076,"TRITCH, COURTNEY",C,1,DEM,0,0,7630.2,0,7630.2,0,0,0,0,0,0,0,0,IN,3,,,,,,0,0,3/30/2019,-3,0
H6IN03229,"BANKS, JAMES E HON.",I,2,REP,154686.41,0,43862.38,0,11508.67,122332.7,0,0,0,0,0,29981.23,86186.41,IN,3,,,,,,68500,0,3/31/2019,600,0
H8IN04140,"MACKEY, JOSEPH WILLIAM MR",O,1,DEM,0,0,0,0,-751.38,-751.38,0,0,0,0,0,0,0,IN,4,,,,,,0,0,3/31/2019,0,0
H0IN04170,"ROKITA, THEODORE EDWARD",I,2,REP,5.44,0,12369.17,0,62606.05,50242.32,0,0,0,0,0,0,0,IN,4,,,,,,0,0,3/31/2019,0,0
H8IN04199,"BAIRD, JAMES R DR.",I,2,REP,15750,0,43478.4,0,109801.51,82073.11,0,0,0,40000,0,180000,250,IN,4,,,,,,15500,0,3/31/2019,0,0
H8IN05188,"THORNTON, DIERDRE",C,1,DEM,100,0,376,0,37688,37412,0,0,0,0,0,0,100,IN,5,,,,,,0,0,3/31/2019,0,0
H8IN05196,"CHRISTIE, JENNIFER",C,1,DEM,0,0,36,0,2192.53,2156.53,0,0,0,0,0,0,0,IN,5,,,,,,0,0,3/31/2019,0,0
H2IN05082,"BROOKS, SUSAN MRS.",I,2,REP,161244.62,0,81029.66,0,864925.84,945140.8,0,0,0,0,0,0,54607.53,IN,5,,,,,,105504.56,0,3/31/2019,500,0
H2IN06023,"BURTON, DANNY L",C,2,REP,0,0,0,0,105985.42,105985.42,0,0,0,0,0,0,0,IN,5,,,,,,0,0,3/31/2019,0,0
H0IN02125,"MESSER, ALLEN LUCAS",I,2,REP,0,0,105,0,8384.6,8279.6,0,0,0,0,0,0,0,IN,6,,,,,,0,0,3/31/2019,0,0
